id,num_grains,grain_h,grain_out_r,throat_r,tube_l,tube_d,nose_l,nose_type,fin_n,fin_root,fin_tip,fin_span,fin_sweep,apogee,stability_initial,max_mach,max_acceleration
cf1f73c6,2,0.13762661764958772,0.02159174231537335,0.009656286422038826,1.4298524696649177,0.0631834846307467,0.37889963416497796,vonKarman,3,0.21028990362684452,0.15741560215269632,0.11922612921261624,0.13354677564305795,5456.837192108473,6.381425390972524,1.339593102539139,158.9689413894484
6d72cd96,3,0.07700632623839125,0.048781987770784324,0.006753926199050473,1.6617280196329642,0.11756397554156865,0.5372914812541045,ogive,3,0.1827690320603912,0.12192559429634087,0.14233403150411916,0.08073870320264197,2272.289256585976,1.2948803467646777,0.9489172915349927,112.21091783355877
da5914e0,6,0.11912465922546545,0.020081811551165365,0.005099301105777576,2.0359119958285627,0.06016362310233073,0.2094658818474069,vonKarman,4,0.09840257098380409,0.05575548259968141,0.09735314206519946,0.09206689841243923,4227.234311716922,6.443716753068406,1.0015901584677476,115.91817896337912
fd7bab96,5,0.06196115559508365,0.039700023509494115,0.007615754137423105,1.3250007812496851,0.09940004701898823,0.3674740291296744,ogive,3,0.16419989737383683,0.14913065926295785,0.08941440160901232,0.05082480335656906,2802.438774823498,-0.02423806732212416,1.016981914815286,119.46610906702749
3708791f,4,0.09985082900870172,0.043208913709052346,0.006484584702373232,2.072447342960844,0.1064178274181047,0.5683369079666099,ogive,3,0.10936566770187195,0.10629319968603693,0.0726492029080639,0.08128089526592691,2325.5877825476828,-1.8491148391016883,0.855943563538182,103.51104099182535
bc924570,2,0.13690957024835257,0.025772050795208983,0.011146703009916763,2.2248663434913447,0.07154410159041796,0.4022257616744082,conical,4,0.10637596720385986,0.039387346225086245,0.08558455146801874,0.1386141983396627,4059.9406895010998,5.917309555732275,1.0722789452292802,124.6069144805944
0d33f6cb,3,0.14151256901688036,0.022061076587623844,0.009019722377902183,2.9088668164303755,0.06412215317524769,0.3499455909801258,conical,4,0.27008379829024554,0.04744849360276421,0.09570675265240164,0.13701189812506973,3720.6151978897947,12.454819989955398,0.9215287420151826,106.18742249861205
f017f1f6,7,0.0658636910301742,0.024208051603867686,0.008308313905102003,1.117889627094888,0.06841610320773538,0.2633583043555877,ogive,4,0.10086891392703322,0.03281166499018463,0.14965929956482366,0.08917953402470251,4528.357459104238,2.604396121119012,1.1757608206611272,136.5756401801189
0a2c3a13,2,0.1499819558016447,0.04991119710798901,0.0064034844123516425,2.236997438582197,0.11982239421597803,0.39429632341735993,conical,3,0.09536594589239693,0.0867900278221728,0.19011103206854318,0.05029736173531549,2062.028329747971,1.9076348762344824,0.845263021202606,100.72465296985257
947be28b,2,0.09728431229224602,0.04804020996700947,0.01128046803712722,1.7673660151277308,0.11608041993401895,0.40965740449932214,vonKarman,4,0.16929418007809333,0.021657196141664878,0.13428672568160438,0.06142432696664731,2372.664206071047,1.6689233327356519,0.9801905454590804,116.68949193417329
89171f64,3,0.05500766738159932,0.045649177017917035,0.007003942986138637,1.116619507945189,0.11129835403583407,0.40564215974621376,vonKarman,4,0.16287533399170506,0.059828603239566,0.14582048523168295,0.1382913048151354,2655.680786768244,1.4070592442928738,1.122731733104787,138.11320942254622
b3b326aa,5,0.14317637123852622,0.03923019018691448,0.01096267960411709,2.8957758241573046,0.09846038037382897,0.25100383033336604,ogive,4,0.14700748580539136,0.09714436910170356,0.09441084947743472,0.0132696601285141,2009.7810270446907,1.113572546488346,0.6957365138634218,96.58984276677003
9a07d8c7,5,0.07571614569387425,0.04463543645316409,0.008556487443400445,2.1604724530302333,0.10927087290632818,0.5548700730008831,ogive,4,0.20713633999846426,0.059701222249042896,0.14002070001673145,0.019516846996867464,2166.2746107778394,1.9583339340990888,0.8099316609539253,99.60554835460076
f9d47af8,5,0.12614468230247686,0.029550837256049435,0.007664325514932051,2.2785943507028357,0.07910167451209887,0.5091530864374073,ogive,4,0.2991871352849317,0.09248499272730334,0.1957351536884504,0.07318892740368567,3031.617131001123,6.554207114969674,0.8823383116546097,108.66812812698214
3544d5dc,2,0.059155356631987656,0.04390609461479883,0.0055281948943826185,1.303708160675983,0.10781218922959766,0.3555300009938632,vonKarman,3,0.27092205357449395,0.17997651294855022,0.16540183826057603,0.053596529768277064,2853.3642364020457,2.354112090224825,1.1608136958933173,146.62756532716736
a9587593,4,0.11959584004779895,0.0349859757095948,0.011116748037074345,1.415788633776089,0.08997195141918961,0.29294506828330397,ogive,3,0.19668106212312242,0.12360146271054563,0.16997082624982401,0.126968818602769,3065.931305305363,2.4632581064395205,1.031307727596858,122.53260674861681
faf5472b,5,0.13596767666677512,0.02194275455422439,0.010647239761917261,1.8462728567045625,0.06388550910844878,0.5967208131799989,ogive,3,0.15109424035597072,0.11914167383005356,0.07511905841650132,0.036576141798685964,4218.892175552755,3.6745588177815423,1.0419482352764275,121.48867189837563
0a730d49,5,0.09832988137902819,0.039264074046868186,0.005379713176902302,2.911686492077118,0.09852814809373638,0.4372061110860092,conical,4,0.10151760807340358,0.04757004545087716,0.06268870287228795,0.14619289695649895,2193.392822329626,-2.8516429489429753,0.7381854000975078,94.50848975096028
8f88235d,3,0.09445181489946533,0.024994234538891897,0.009893650639083405,0.9813097154081332,0.06998846907778379,0.5741565864878656,conical,3,0.15980152351814425,0.10002667857889894,0.18669335183160507,0.026543548877428453,4968.306311454417,2.971198041636762,1.3826741957519164,164.20484363718992
e1030ca3,7,0.06928998835532055,0.04387748345120075,0.009631770838898997,2.011404836443651,0.10775496690240151,0.49232876183619106,conical,3,0.19546832056711227,0.15948409862433993,0.1351653113951026,0.08370550100677178,2085.5007739378793,1.2834788022453716,0.7729207019553348,101.46015550542558
e138548a,3,0.050048882595896065,0.026629872104815436,0.0055770698545852876,1.4098892083296874,0.07325974420963087,0.23647458290141002,conical,3,0.1315647666482191,0.09907928548062418,0.06647340554706367,0.08355513932837376,4606.99069365567,1.771519385116827,1.2739131966729451,153.99799371442774
d3e5a474,5,0.14545013159364395,0.02924725648590859,0.007925779230920409,2.2006736892279775,0.07849451297181718,0.43008646850220034,vonKarman,4,0.16787858333081532,0.04042067820766071,0.09447576501142563,0.07753948309041443,3122.093482063161,3.7424390224964785,0.9014916677172777,109.96200182526323
be762d33,2,0.10658051337479224,0.028016291507795013,0.011632812101270942,0.9933120336450831,0.07603258301559003,0.31664352879555735,conical,4,0.1680421899756674,0.08813662819666535,0.15429459549128677,0.11106524630620553,4594.709802286688,3.1941613123126302,1.4040675931204112,170.46690228172213
3c40eae7,7,0.06849630965692236,0.023666589730751107,0.008701896353808636,1.247059860702274,0.06733317946150222,0.2602447030012852,ogive,4,0.10760938812781057,0.10743371132511743,0.15794775439604836,0.08697648177815397,4514.944286568063,3.6907744250604106,1.150652246070969,133.53413213957953
f2d161ad,2,0.09444386958361049,0.0499117720710667,0.008045718147674498,2.6653062165677466,0.1198235441421334,0.5942052549850534,vonKarman,3,0.17237742515611765,0.02813609277916719,0.12717687267368974,0.03898196625077918,2143.055988938384,1.9771509486489234,0.8413037389313994,99.02405796560869
8ef7c01d,6,0.10019701136752146,0.02525331403391978,0.009013631022923893,1.9415902529035862,0.07050662806783956,0.46731601578582627,vonKarman,3,0.08598691765470325,0.021777216194285177,0.06667728357018783,0.08638636463569115,3676.0778672766223,0.253032072357455,0.9720519905800675,114.17410753566399
34b2fd58,2,0.10566979724988672,0.028608556226284727,0.009082943474568025,2.655204549127328,0.07721711245256946,0.3612121946397788,vonKarman,3,0.2919173473956232,0.13805640621650908,0.10871396031414744,0.09352729817028703,3552.5478170227666,8.55975116044362,0.9815193562734132,114.39468828483848
5e6204df,3,0.08319099003605925,0.03637799333754056,0.009423831114284527,0.9473495632509568,0.09275598667508113,0.44271674431034114,ogive,4,0.09447554616108436,0.06109242912707616,0.18189478664841052,0.05185551984023992,3392.5663152233756,1.4281596583904257,1.243133803616736,149.5446892328615
05cce866,6,0.13157694673957715,0.03622769706235773,0.009881467963137748,2.365159961564802,0.09245539412471547,0.5047354422168041,vonKarman,4,0.13165555653180008,0.105225586549973,0.0617246072125284,0.013701402465054345,2218.802910516176,-1.7466559739060217,0.7410529766052804,104.32582687850525
5198becd,2,0.052882924986534886,0.023844558444674938,0.007837803721314315,2.9076893956981635,0.06768911688934988,0.36434641082151303,vonKarman,3,0.2246014515859706,0.11810174587669806,0.058524399840309736,0.020092565418867725,3940.0971936863575,6.3938947578843655,0.9825042728754183,115.6779803511984
652d179b,6,0.05092693769388973,0.027513097310832475,0.009278981460456685,2.292096651233014,0.07502619462166495,0.37395614884942185,vonKarman,4,0.2751658582660306,0.05485172064046594,0.10412982613269896,0.0785227981047619,3439.792120799182,6.3751357273711085,0.936500695121259,108.2672916260333
15c0f154,2,0.05434212022244628,0.031587606106715224,0.010905192145711357,2.252503660649862,0.08317521221343045,0.3079664993728091,conical,3,0.26979515235249135,0.06548248726040871,0.15218139367237754,0.139821902937226,3629.6126240535536,7.867030522406044,1.0695945310262336,128.54609708823628
2d013398,7,0.13315467384439117,0.03807053045576753,0.005473280265280815,2.2476900295361406,0.09614106091153507,0.386949188898991,vonKarman,4,0.14750639753949701,0.1368171298675208,0.13438903806426988,0.09837192157008774,2041.2088506448213,1.9603081790517207,0.710417225217054,105.49703018684117
9adf25c6,2,0.09764518016293694,0.03219714025111475,0.005456829790156892,2.8700576806843925,0.08439428050222951,0.35022058991628907,conical,4,0.09649206691840412,0.03398962569810545,0.18447922071393558,0.1097909908018127,3163.792025492302,9.404187123430308,0.9287623285523229,108.52878952401747
5c45be7a,5,0.07020730306185416,0.03678245824620885,0.010017487266421932,2.7841335404537864,0.0935649164924177,0.27414277615483884,vonKarman,4,0.14813381432502384,0.13624444058251742,0.19096582988416766,0.09589086115281835,2536.3632388428814,6.849275342981062,0.812661827669468,95.10139125351044
f9286e1d,6,0.06839951645434042,0.04830924848576988,0.008090522226899086,2.187237100231868,0.11661849697153977,0.24961511986370544,vonKarman,4,0.11965474308689371,0.10226744594506526,0.15400499088682773,0.1309799970117265,1898.2299955199453,1.3366813524516152,0.7466740483826911,96.91925215508797
4eb65f90,3,0.07973247004808569,0.02680510538501178,0.009475904267255648,2.4524637103803895,0.07361021077002355,0.48858848835304763,conical,4,0.14043745949752764,0.1233810187626906,0.09206090279764512,0.08444980420924335,3787.1132983625384,7.94630820789428,1.0093751554234303,117.87901135935019
c4ac055b,7,0.10931220751195792,0.0409498285473555,0.009398565356660088,2.9805759287658944,0.10189965709471101,0.2236994828993759,conical,3,0.29838840026384866,0.045440486700158184,0.09653857327319287,0.052717111295965964,1785.4492986399753,-0.4000156366388163,0.638039930637625,89.84257828207961
f259e0f0,7,0.11707993654267478,0.02952142462611864,0.007366884090175479,1.6080421656083708,0.07904284925223728,0.47257356389239036,conical,3,0.21876984820498974,0.13417340255344226,0.1732280622316571,0.047233881512474846,3032.4369270192974,2.8806293610212235,0.9030669751083771,117.93292144293191
c48deaad,4,0.14880898841363827,0.0416826082773473,0.0055250334961660895,1.9856820590200228,0.1033652165546946,0.5534677190876027,ogive,4,0.2759060959143531,0.07528032554316293,0.15235612041704608,0.012105580507549245,2175.727812103572,1.887028097132528,0.806280526045314,111.18917620989251
d67d5e95,6,0.07763870616381585,0.041913139313284664,0.011786583105869266,1.4314661812290588,0.10382627862656933,0.5486363575959492,ogive,3,0.15711291376931885,0.08296570020054606,0.09692291882112467,0.14641919394141553,2422.523103900302,-0.2432142502033059,0.9029834078383748,111.18387009990995
4b8703c6,4,0.05325052858612044,0.040411563869764314,0.007270474008529282,1.5595889290077847,0.10082312773952863,0.36670594295677006,conical,3,0.2414940830527656,0.19067128394994018,0.09336060077629629,0.12040717377612008,2887.2407122614054,1.3093537415399839,1.0440087193519785,123.99497121536861
8fddeb3d,7,0.0788390336227094,0.03744748112966362,0.008158625832362511,2.7316814310436075,0.09489496225932724,0.5062338391073722,conical,3,0.146206782028777,0.08644817712646533,0.13634022965572012,0.14253146778422981,2190.538098160597,3.1849681277442796,0.7264702060313869,94.88781808315427
dc9279c0,3,0.12298037968502339,0.027381488551532527,0.010179869317375662,2.631182606672618,0.07476297710306505,0.28640952259157954,ogive,4,0.2795526253764319,0.25504698976877643,0.09017677231752971,0.11269833327577708,3481.9933276023253,8.185626295606058,0.9465457315983589,109.41877286895331
4e03e973,2,0.09056030080812036,0.03103068109563354,0.0077458685940158915,2.387648262483344,0.08206136219126708,0.4746017239700215,ogive,4,0.1238757438587009,0.029095703119110822,0.1730024691291035,0.05264390143238599,3539.264705026787,7.8923347940368815,1.0293698422137438,121.59447385950432
5e9def02,5,0.13170313985930326,0.028927299211482915,0.011678946733301943,1.208603296190598,0.07785459842296583,0.2117790030297104,conical,3,0.2619078787067096,0.2158446277711392,0.08793079362483602,0.05209045453737894,3653.459734629821,1.084381415899275,1.0903823249156939,130.25858987677017
95d29590,2,0.1228106084338031,0.04942454796977167,0.0057982717371348,2.6016663219219422,0.11884909593954335,0.552973550684178,conical,4,0.0852430517298833,0.03723391121074969,0.12309625041697637,0.08568600793353799,2081.025383433004,1.5234526560204875,0.8209872300473774,96.71619477253833
9fb052a4,6,0.07979360617551141,0.040663883520963826,0.011774072068138967,2.4769383124960065,0.10132776704192765,0.2510591436320254,vonKarman,3,0.09040676977838027,0.02275149759969672,0.09103468644937826,0.1481273495695764,2203.336254620298,-2.7316198943218004,0.7613157542904965,98.42107975499606
f47b258a,4,0.10806406319060621,0.022397201859273373,0.00667668522941549,2.6486155691310915,0.06479440371854675,0.3914422826414018,conical,3,0.22757337837452224,0.17985511442630087,0.17862864510816145,0.12405377172591206,3783.5626535039255,12.47780803306732,0.9406563133095038,108.43629337760454
44ef382e,6,0.11552720546783592,0.03369849032469855,0.008959854435649211,2.831993983434759,0.0873969806493971,0.2995229150270536,ogive,3,0.18145364981947032,0.09357935199543606,0.058926951451371765,0.07771715481191009,2387.9839178202756,-2.645251033780678,0.7458898940340778,96.88059066062165
6f76cc30,4,0.07966515969383395,0.03323339095372305,0.006993014641008436,2.1191214211824936,0.08646678190744611,0.35022660369743475,conical,4,0.2986451873752742,0.1671486119906668,0.07384680325084063,0.04075434175691805,3154.8381140669644,2.7012075672244626,0.9678737813107207,112.53555512382864
77332f2a,5,0.14907668109199324,0.04984273956865479,0.006687778159911922,0.8957865959904749,0.11968547913730958,0.43375685947691667,vonKarman,4,0.24274731474045314,0.12297020929163355,0.12141625379301606,0.10480626178329053,1666.425550742229,-0.16255155885817926,0.7737149971096605,132.70090208529496
febb266e,6,0.05668688852307762,0.04705776471676841,0.00512936610010211,2.9488638550386845,0.11411552943353682,0.39620476006013783,conical,3,0.25110974563436056,0.13155030787180666,0.183070434042312,0.086421605658254,1899.7481433179544,4.005973940023187,0.7062103197680191,86.8628457050067
51a7d2cc,3,0.08333955428291727,0.020451200318808666,0.009429940556262988,1.4580486063120803,0.06090240063761733,0.40350926743636817,ogive,3,0.09741234052842981,0.0289927004642313,0.08200547019611693,0.030285353446466223,5559.780138418616,3.917637303100928,1.307133260620789,155.11143892400713
c08c19bf,6,0.09028891116980622,0.045329648858622965,0.005240560600248615,2.8014720224367666,0.11065929771724593,0.5128420699923272,conical,3,0.2220524083514649,0.02937564003238302,0.14068990816951238,0.02827037926084486,1794.912985540902,1.3850996908184254,0.6718082709960843,92.75212513345612
fd38df55,4,0.12282514410649538,0.03552428330443201,0.01113148797669579,1.3771441236430229,0.09104856660886403,0.29224224502484264,vonKarman,3,0.20068513292436405,0.1624540073871364,0.08467563448905199,0.038933412964495075,2980.6317969305383,0.01314788087480115,1.0176294046533736,122.77039801622112
12d147ee,2,0.09978102090467536,0.03580991076702584,0.007675125465059199,1.7534157521730673,0.09161982153405168,0.20588629731138297,conical,4,0.19822209106816496,0.1265202619515017,0.08042514433648112,0.0923713935725921,3320.515340479991,2.3796562275317896,1.1089031598951866,132.13843541246968
70447b6e,4,0.12187602054656092,0.047052730139829246,0.006889652297240474,2.692570519888571,0.1141054602796585,0.49033792787312797,vonKarman,3,0.22188255267312207,0.06490157652922757,0.09636460625531582,0.056903523806830725,1838.5366105168328,-0.7770765037069798,0.7078731293531241,95.44519614016484
2a645bec,7,0.12880911373561899,0.028995849146920622,0.005527136328730965,1.4356946596309828,0.07799169829384124,0.5117600276906207,ogive,3,0.24536612353201664,0.13699703491374224,0.1924617712332144,0.14430867334718067,3259.166996293555,3.3289633573964954,0.9585022844975791,120.29944699021804
0423fce6,2,0.10505089313593308,0.03596479576103058,0.009395291457090832,2.37879899677901,0.09192959152206116,0.34427592226414916,vonKarman,4,0.19509342534963306,0.10017224181585399,0.06542037996690145,0.09982317103679972,3047.6595183615073,1.9747189183429434,0.9761979574003345,114.34588037803955
449eee5e,4,0.09368988525280023,0.0312495942010661,0.011283707090592215,1.8636259454392619,0.0824991884021322,0.2509648198292231,vonKarman,3,0.2442771565382707,0.02910288718182629,0.18943738457252002,0.09815666376337087,3378.7652165345976,4.802096563023796,1.015021974311312,118.11510679666462
fcdab119,4,0.1307038550385296,0.022610655761327026,0.011602464066620011,2.7235315350181644,0.06522131152265405,0.5925823929713612,conical,4,0.24230394716193787,0.10497317615817206,0.10994493200474097,0.12616714697557363,3638.7353226814203,11.330020693817417,0.9151536748896673,106.00081799126234
f33dfe07,2,0.05257154651013052,0.022568162851710406,0.0076733904374027785,2.805448435441974,0.06513632570342082,0.40678851210218303,conical,3,0.2336429474366773,0.15052362143267373,0.1568587971639127,0.12403610912249834,4153.241576111691,15.169865213069874,1.0101072640743198,119.19031156187438
f380aa21,2,0.05425188610478816,0.038679756984174175,0.011640520421666243,1.792439934778643,0.09735951396834835,0.5882619468098013,ogive,3,0.2856749803239509,0.1539773711818556,0.11860733852354081,0.11247866390983814,3177.173419819193,3.861872080622378,1.1115052270178343,136.81810869552052
a4bfc24c,5,0.11911206976316559,0.04127394169453669,0.011694102894634857,2.7726614661522015,0.10254788338907338,0.3592304401697456,conical,4,0.2542848755480883,0.06386770342798351,0.14508011312622657,0.12942464384135227,2003.889778575975,3.721220121784488,0.7113472966656724,95.13112502514046
f5000604,5,0.1021598028356277,0.04601450227303553,0.0067400069276447655,2.82052755249965,0.11202900454607106,0.564756864510657,vonKarman,4,0.1211225185741785,0.09361669262864351,0.10296879997098551,0.010340972293668071,1812.5213225554644,0.5432563875917669,0.6843724679824549,96.19105517311586
81870cc8,5,0.13816791859706384,0.035653123095418904,0.00634956964928084,1.5212350203549496,0.09130624619083781,0.5418284849937913,ogive,4,0.2743894824407996,0.26488655595631916,0.05593302801083719,0.04587993910193242,2691.4641240380215,-1.1009656300058899,0.9110671355494142,120.91302610862891
219e487d,3,0.09348393399348762,0.0395916027395883,0.00532744317770936,2.1495500382396315,0.0991832054791766,0.5116198079211842,ogive,3,0.2612493604610917,0.08515245851061297,0.15222477301230142,0.07683224405040208,2705.1741116632425,3.848934068319483,0.9367107189177863,109.48253098952453
ba67f074,2,0.07503769714298875,0.03845460340493608,0.005173895834448005,2.882626739426523,0.09690920680987217,0.4258814148649925,vonKarman,3,0.2710047870404166,0.2502866449342781,0.14859748570224296,0.11421193894839732,2774.5326803818375,7.855015711698791,0.901946192816922,106.46468264389316
